"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"TGFB3",2.98199582044119e-07,2.99253207461931,0.014,0.002,0.00424188905457759,"Cholangiocytes","TGFB3"
"SEMA4C",3.08933486772382e-07,1.12311618442945,0.078,0.036,0.00439457884933713,"Cholangiocytes","SEMA4C"
"IL15RA",3.11643830243337e-07,1.34009999066477,0.06,0.024,0.00443313348521147,"Cholangiocytes","IL15RA"
"LRFN4",3.1172468881152e-07,2.64788390323186,0.018,0.003,0.00443428369834388,"Cholangiocytes","LRFN4"
"TFEB",3.18363821523197e-07,1.49539349512557,0.052,0.02,0.00452872536116748,"Cholangiocytes","TFEB"
"FAM118A",3.18526696416436e-07,1.21344100478043,0.068,0.029,0.0045310422565238,"Cholangiocytes","FAM118A"
"WDFY3",3.21559462779099e-07,1.17150221566463,0.075,0.034,0.00457418335803268,"Cholangiocytes","WDFY3"
"RGL2",3.2304069781457e-07,0.814297439601079,0.157,0.093,0.00459525392641226,"Cholangiocytes","RGL2"
"ST8SIA4",3.23423380090945e-07,1.47129517150854,0.052,0.02,0.00460069758179369,"Cholangiocytes","ST8SIA4"
"RGS5",3.30944744383065e-07,1.76035863249028,0.045,0.015,0.0047076889888491,"Cholangiocytes","RGS5"
"DPF2",3.31026827455031e-07,1.06574192157309,0.094,0.046,0.00470885662054781,"Cholangiocytes","DPF2"
"EHD4",3.3395877354619e-07,0.797884643765765,0.149,0.087,0.00475056355369455,"Cholangiocytes","EHD4"
"IFI27L2",3.40490841550109e-07,1.72949766878552,0.037,0.011,0.0048434822210503,"Cholangiocytes","IFI27L2"
"FAM111A",3.43931858656796e-07,1.04653244197167,0.092,0.045,0.00489243068939292,"Cholangiocytes","FAM111A"
"NUDT3",3.47290665903207e-07,0.683589621326427,0.184,0.114,0.00494020972247312,"Cholangiocytes","NUDT3"
"SEPTIN9",3.47607392078638e-07,0.701366233502634,0.218,0.143,0.00494471515231862,"Cholangiocytes","SEPTIN9"
"RABAC1",3.50964771822145e-07,0.584983554178663,0.247,0.166,0.00499247387917001,"Cholangiocytes","RABAC1"
"CAPN10",3.5496587984605e-07,1.15905849959976,0.078,0.036,0.00504938964081006,"Cholangiocytes","CAPN10"
"SAFB2",3.56395665474418e-07,0.627014711184264,0.235,0.156,0.0050697283413736,"Cholangiocytes","SAFB2"
"MBOAT1",3.57135112560718e-07,1.52793875086623,0.046,0.016,0.00508024697617621,"Cholangiocytes","MBOAT1"
"ATP11B",3.59445030318944e-07,0.922991141366232,0.109,0.057,0.00511310555628698,"Cholangiocytes","ATP11B"
"RNASE6",3.64802894702634e-07,1.77912843651012,0.034,0.01,0.00518932117714497,"Cholangiocytes","RNASE6"
"ANKLE2",3.712873072332e-07,0.875294399334936,0.126,0.069,0.00528156194539227,"Cholangiocytes","ANKLE2"
"TRIM56",3.71458495594505e-07,0.744202864099235,0.158,0.094,0.00528399709983184,"Cholangiocytes","TRIM56"
"COLGALT11",3.83784614602355e-07,0.619449891781843,0.229,0.151,0.0054593361427185,"Cholangiocytes","COLGALT1"
"RO60",3.85891636926766e-07,0.966059863258118,0.108,0.056,0.00548930853528325,"Cholangiocytes","RO60"
"PLEKHB2",3.8716879290889e-07,0.900362230691442,0.118,0.064,0.00550747607912896,"Cholangiocytes","PLEKHB2"
"SP110",3.888479158203e-07,1.06199689428241,0.094,0.047,0.00553136160254377,"Cholangiocytes","SP110"
"TSPYL1",3.89819619435874e-07,0.568983075484948,0.243,0.162,0.0055451840864753,"Cholangiocytes","TSPYL1"
"MDFIC",3.93354068904167e-07,1.37755700483171,0.055,0.022,0.00559546163016178,"Cholangiocytes","MDFIC"
"CRACR2A",4.00776988000139e-07,1.95300371043267,0.029,0.008,0.00570105265430197,"Cholangiocytes","CRACR2A"
"STAT61",4.03446254689299e-07,0.453505858065012,0.398,0.304,0.00573902297295527,"Cholangiocytes","STAT6"
"PPM1F",4.15073593039066e-07,1.12741012896242,0.088,0.042,0.00590442186098072,"Cholangiocytes","PPM1F"
"VTI1A",4.15556828782485e-07,0.81946736564643,0.149,0.087,0.00591129588943084,"Cholangiocytes","VTI1A"
"SCLT1",4.16757760776223e-07,1.17756396845183,0.072,0.032,0.00592837914704178,"Cholangiocytes","SCLT1"
"WDFY1",4.19648561790941e-07,0.81839000390501,0.144,0.084,0.00596950079147613,"Cholangiocytes","WDFY1"
"EDNRB",4.20345356301732e-07,1.18960321807474,0.08,0.037,0.00597941269339214,"Cholangiocytes","EDNRB"
"CNOT6",4.27861896724342e-07,1.61813655983781,0.04,0.013,0.00608633548090376,"Cholangiocytes","CNOT6"
"CDK4",4.29134648824528e-07,0.690061486640434,0.201,0.129,0.00610444037952892,"Cholangiocytes","CDK4"
"YWHAG",4.33567125639669e-07,0.465614604656944,0.369,0.276,0.00616749236222429,"Cholangiocytes","YWHAG"
"ATM",4.38035466826483e-07,0.922991141366232,0.118,0.064,0.00623105451560673,"Cholangiocytes","ATM"
"PAK1",4.40159298456156e-07,1.69757102733222,0.035,0.011,0.00626126602053882,"Cholangiocytes","PAK1"
"BAZ2A",4.45354489747284e-07,0.881686305931019,0.12,0.065,0.00633516761665512,"Cholangiocytes","BAZ2A"
"CSNK1E",4.47083213464531e-07,1.47795890178955,0.051,0.019,0.00635975871153295,"Cholangiocytes","CSNK1E"
"RIC8A",4.50393380568735e-07,0.718698267932992,0.177,0.109,0.00640684583859025,"Cholangiocytes","RIC8A"
"MAN2C1",4.52906800021318e-07,0.706363742849547,0.177,0.109,0.00644259923030325,"Cholangiocytes","MAN2C1"
"TCEAL8",4.79643853237743e-07,0.848391098947229,0.134,0.076,0.00682293381230689,"Cholangiocytes","TCEAL8"
"COPS7A",4.83081247140372e-07,0.682987704187779,0.187,0.118,0.0068718307405718,"Cholangiocytes","COPS7A"
"IFFO2",4.8477148857751e-07,1.48297697655618,0.048,0.017,0.00689587442501508,"Cholangiocytes","IFFO2"
"PDCL3",4.85007445008691e-07,1.21344100478043,0.068,0.029,0.00689923090524863,"Cholangiocytes","PDCL3"
"NCKAP1",4.91839198184963e-07,0.689969304598878,0.21,0.138,0.0069964125941811,"Cholangiocytes","NCKAP1"
"BCL2L11",4.93708973780006e-07,0.979402802675675,0.112,0.06,0.00702301015202058,"Cholangiocytes","BCL2L11"
"DYNC1I2",4.97324647966693e-07,0.957225205883356,0.109,0.058,0.0070744431173262,"Cholangiocytes","DYNC1I2"
"ZRANB2",4.99156709094916e-07,0.543192874469289,0.298,0.213,0.00710050418687517,"Cholangiocytes","ZRANB2"
"CX3CL1",5.01046833093889e-07,1.20052511689514,0.081,0.039,0.00712739120076057,"Cholangiocytes","CX3CL1"
"MYO9B",5.04639188265115e-07,1.04216284234391,0.1,0.051,0.00717849245307126,"Cholangiocytes","MYO9B"
"VPS8",5.05219564351872e-07,0.982547986046687,0.106,0.056,0.00718674830290537,"Cholangiocytes","VPS8"
"EAPP",5.06741473268278e-07,0.821470645358574,0.14,0.08,0.00720839745724125,"Cholangiocytes","EAPP"
"ARL14EP",5.07635550885992e-07,1.0923361315848,0.092,0.046,0.00722111571135324,"Cholangiocytes","ARL14EP"
"TYK2",5.07961184278881e-07,0.814993889067122,0.158,0.095,0.00722574784636708,"Cholangiocytes","TYK2"
"APOBEC3G",5.08324097962238e-07,2.0562576722297,0.026,0.006,0.00723091029351283,"Cholangiocytes","APOBEC3G"
"MITF",5.08571370017731e-07,2.28798795814548,0.022,0.005,0.00723442773850222,"Cholangiocytes","MITF"
"SLA2",5.08571370017731e-07,2.28798795814548,0.022,0.005,0.00723442773850222,"Cholangiocytes","SLA2"
"SH3KBP1",5.09180219443946e-07,1.08272988359089,0.083,0.039,0.00724308862159013,"Cholangiocytes","SH3KBP1"
"LSM7",5.15840763183973e-07,0.700295664668752,0.18,0.112,0.00733783485629202,"Cholangiocytes","LSM7"
"NKTR",5.16608613750342e-07,0.686849309921826,0.189,0.119,0.00734875753059861,"Cholangiocytes","NKTR"
"N4BP2L2",5.17522504826649e-07,0.643535736533776,0.243,0.165,0.00736175763115908,"Cholangiocytes","N4BP2L2"
"STAT3",5.35082981893156e-07,0.356093356407067,0.476,0.372,0.00761155541743014,"Cholangiocytes","STAT3"
"RUFY2",5.42186836263951e-07,1.2471542406369,0.078,0.037,0.00771260774585471,"Cholangiocytes","RUFY2"
"LAMB2",5.43166575815949e-07,0.534042723748766,0.344,0.257,0.00772654454098187,"Cholangiocytes","LAMB2"
"DBNDD2",5.43606432667419e-07,2.19667279139953,0.023,0.005,0.00773280150469403,"Cholangiocytes","DBNDD2"
"UBXN11",5.44319389012937e-07,1.05465378652711,0.086,0.042,0.00774294330870903,"Cholangiocytes","UBXN11"
"OLFML1",5.55517536837258e-07,1.77912843651012,0.034,0.01,0.00790223696151,"Cholangiocytes","OLFML1"
"KCTD17",5.55517536837258e-07,1.77912843651012,0.034,0.01,0.00790223696151,"Cholangiocytes","KCTD17"
"CHMP4A",5.56244818218285e-07,0.840528981174259,0.143,0.083,0.00791258253915511,"Cholangiocytes","CHMP4A"
"LIMS1",5.57194505194944e-07,1.02369300610577,0.095,0.048,0.00792609183639808,"Cholangiocytes","LIMS1"
"MINK1",5.62877158001861e-07,0.758628727529171,0.158,0.095,0.00800692757257648,"Cholangiocytes","MINK1"
"RABGAP1",5.65448410470123e-07,1.02339303832407,0.094,0.047,0.0080435036389375,"Cholangiocytes","RABGAP1"
"ARMH3",5.66400335086828e-07,0.883885350368641,0.115,0.062,0.00805704476661013,"Cholangiocytes","ARMH3"
"SLC66A3",5.68269236829348e-07,1.11409405450022,0.081,0.039,0.00808362989389748,"Cholangiocytes","SLC66A3"
"DDHD1",5.8328206913956e-07,1.42959588022815,0.06,0.025,0.00829718743351024,"Cholangiocytes","DDHD1"
"FOXO3",5.93295688199153e-07,0.779833049486705,0.178,0.112,0.00843963116463295,"Cholangiocytes","FOXO3"
"DDX41",5.98815355092241e-07,0.847908511539857,0.14,0.081,0.00851814842618714,"Cholangiocytes","DDX41"
"CKAP4",6.08363435752968e-07,0.76322325500681,0.16,0.096,0.00865396987358597,"Cholangiocytes","CKAP4"
"DENND2A",6.11229956800425e-07,1.59541648333773,0.04,0.013,0.00869474613548605,"Cholangiocytes","DENND2A"
"NCBP2",6.1186852279437e-07,0.800196887139041,0.144,0.084,0.00870382973674991,"Cholangiocytes","NCBP2"
"KHSRP",6.13418643743293e-07,0.493363594787874,0.33,0.241,0.00872588020724835,"Cholangiocytes","KHSRP"
"EHD1",6.15071161214712e-07,0.822427174798948,0.144,0.084,0.00874938726827928,"Cholangiocytes","EHD1"
"PHLDA1",6.30571994831647e-07,0.942890698803936,0.106,0.056,0.00896988662648017,"Cholangiocytes","PHLDA1"
"SNAP231",6.42062155232192e-07,0.750142744717154,0.169,0.104,0.00913333415817793,"Cholangiocytes","SNAP23"
"IRAK3",6.52882003891156e-07,1.46548954982733,0.048,0.018,0.00928724650535169,"Cholangiocytes","IRAK3"
"TPR",6.55117646784969e-07,0.779987439239208,0.155,0.093,0.00931904852551618,"Cholangiocytes","TPR"
"KSR1",6.57341248273855e-07,1.4482115583955,0.048,0.018,0.00935067925669559,"Cholangiocytes","KSR1"
"SLC25A24",6.57840520927835e-07,1.91452956261804,0.029,0.008,0.00935778141019846,"Cholangiocytes","SLC25A24"
"MAP3K21",6.5907131628167e-07,1.54876285679715,0.043,0.015,0.00937528947410675,"Cholangiocytes","MAP3K21"
"NEMF",6.64238348614905e-07,0.789424640226253,0.152,0.09,0.00944879050904703,"Cholangiocytes","NEMF"
"ZNF385A",6.64521412153509e-07,1.49094454338403,0.046,0.017,0.00945281708788367,"Cholangiocytes","ZNF385A"
"DENND2D1",6.64954069482772e-07,1.04383704217953,0.124,0.07,0.00945897163839244,"Cholangiocytes","DENND2D"
"MCMBP",6.68903493245266e-07,0.947444185090771,0.126,0.071,0.00951515219141391,"Cholangiocytes","MCMBP"
"CNPY3",6.91634555646014e-07,0.553050045326257,0.26,0.179,0.00983850155406454,"Cholangiocytes","CNPY3"
"UNC5B",6.98557669418463e-07,1.80810750348188,0.032,0.009,0.00993698284747764,"Cholangiocytes","UNC5B"
"ENDOD1",6.98557669418463e-07,1.80810750348188,0.032,0.009,0.00993698284747764,"Cholangiocytes","ENDOD1"
"MYO1F1",7.19053673649719e-07,1.08047977389501,0.089,0.044,0.0102285385076672,"Cholangiocytes","MYO1F"
"ATP10D",7.25197168869403e-07,1.30210906639013,0.061,0.026,0.0103159297271673,"Cholangiocytes","ATP10D"
"SLIT2",7.27198456928623e-07,2.84052898117426,0.015,0.002,0.0103443980498097,"Cholangiocytes","SLIT2"
"PCMTD2",7.27544774238574e-07,0.742918184547837,0.152,0.09,0.0103493244135437,"Cholangiocytes","PCMTD2"
"SCGN",7.32419458658122e-07,2.7149980990904,0.015,0.002,0.0104186667994118,"Cholangiocytes","SCGN"
"SMIM10",7.32419458658122e-07,2.7149980990904,0.015,0.002,0.0104186667994118,"Cholangiocytes","SMIM10"
"PRF1",7.33271584784543e-07,1.18060442277188,0.072,0.033,0.0104307882935601,"Cholangiocytes","PRF1"
"DZIP1L",7.34333104469224e-07,2.45350585806501,0.018,0.003,0.0104458884110747,"Cholangiocytes","DZIP1L"
"SCARA3",7.34333104469224e-07,2.45350585806501,0.018,0.003,0.0104458884110747,"Cholangiocytes","SCARA3"
"DZIP1",7.34333104469224e-07,2.45350585806501,0.018,0.003,0.0104458884110747,"Cholangiocytes","DZIP1"
"ZNF121",7.52623358699158e-07,1.04445986666317,0.083,0.04,0.0107060672774955,"Cholangiocytes","ZNF121"
"ENPP2",7.53286041437549e-07,1.2555664804531,0.061,0.026,0.0107154939394491,"Cholangiocytes","ENPP2"
"TRIM38",7.82659950995532e-07,0.812745824660721,0.135,0.078,0.0111333378029114,"Cholangiocytes","TRIM38"
"DNM2",7.84272098711656e-07,0.615462425539485,0.224,0.149,0.0111562706041733,"Cholangiocytes","DNM2"
"CTDSPL",7.97615128819914e-07,1.01581289845522,0.089,0.044,0.0113460752074633,"Cholangiocytes","CTDSPL"
"PLEKHG3",8.0148011866486e-07,0.840528981174259,0.132,0.075,0.0114010546880076,"Cholangiocytes","PLEKHG3"
"CTNNA1",8.10512615010026e-07,0.623872929386955,0.232,0.157,0.0115295419485176,"Cholangiocytes","CTNNA1"
"ICE2",8.21226957417969e-07,0.950007457972752,0.098,0.051,0.0116819534692706,"Cholangiocytes","ICE2"
"MAPKAPK3",8.25803451566549e-07,1.00653893261319,0.1,0.052,0.0117470540985342,"Cholangiocytes","MAPKAPK3"
"VPS33A",8.27976705876457e-07,0.983363759345714,0.092,0.046,0.0117779686410926,"Cholangiocytes","VPS33A"
"AIP",8.50147030803429e-07,0.797460259282373,0.146,0.086,0.0120933415131788,"Cholangiocytes","AIP"
"MTCH1",8.5608438613491e-07,0.847042288132934,0.151,0.09,0.0121778003927691,"Cholangiocytes","MTCH1"
"PCDH18",8.67003862779166e-07,1.84052898117426,0.031,0.009,0.0123331299480336,"Cholangiocytes","PCDH18"
"CARMIL1",8.67003862779166e-07,1.84052898117426,0.031,0.009,0.0123331299480336,"Cholangiocytes","CARMIL1"
"ATL3",8.68964607940004e-07,0.703518602204682,0.19,0.122,0.0123610215479466,"Cholangiocytes","ATL3"
"NID1",8.74148667701078e-07,0.529416643206115,0.32,0.235,0.0124347647980478,"Cholangiocytes","NID1"
"ADNP",8.74952236829766e-07,0.802515655237527,0.149,0.089,0.0124461955689034,"Cholangiocytes","ADNP"
"DHPS",8.82054014136509e-07,0.620158557423023,0.223,0.148,0.0125472183510918,"Cholangiocytes","DHPS"
"PAXBP1",8.82362217004327e-07,0.76953714960282,0.161,0.098,0.0125516025368865,"Cholangiocytes","PAXBP1"
"CCNL2",8.87886495128155e-07,0.40092276067369,0.475,0.385,0.012630185393198,"Cholangiocytes","CCNL2"
"ASAP2",8.93947894949083e-07,1.31696702511725,0.058,0.024,0.0127164088056507,"Cholangiocytes","ASAP2"
"REC8",8.96273584635306e-07,1.52793875086623,0.045,0.016,0.0127494917414372,"Cholangiocytes","REC8"
"HKDC1",9.0970495400449e-07,1.49949206333919,0.045,0.016,0.0129405529707139,"Cholangiocytes","HKDC1"
"GMPR2",9.35352613863617e-07,0.767279999143621,0.144,0.085,0.01330539093221,"Cholangiocytes","GMPR2"
"EIF3L",9.38003469933047e-07,0.625344043808728,0.195,0.125,0.0133430993597976,"Cholangiocytes","EIF3L"
"LPCAT1",9.45304240411659e-07,0.984918890509434,0.094,0.048,0.0134469528198558,"Cholangiocytes","LPCAT1"
"MICOS10",9.48784098521571e-07,0.444919756084243,0.37,0.28,0.0134964538014694,"Cholangiocytes","MICOS10"
"TNPO1",9.50630031460551e-07,0.537732746465093,0.249,0.169,0.0135227121975263,"Cholangiocytes","TNPO1"
"SH3RF1",9.65631762467943e-07,0.873695845109459,0.115,0.063,0.0137361118211065,"Cholangiocytes","SH3RF1"
"UBR5",9.67060252721943e-07,0.884651534406567,0.121,0.068,0.0137564320949696,"Cholangiocytes","UBR5"
"LMO4",9.71994057372239e-07,0.861652272740013,0.126,0.071,0.0138266154661201,"Cholangiocytes","LMO4"
"GNA14",9.72365582495111e-07,1.34457148651185,0.057,0.023,0.013831900410993,"Cholangiocytes","GNA14"
"RNPC3",9.77498353580544e-07,0.714193248279629,0.166,0.102,0.0139049140796832,"Cholangiocytes","RNPC3"
"FCHO1",9.93174473359591e-07,2.31001426447548,0.023,0.005,0.0141279068835402,"Cholangiocytes","FCHO1"
"XPO1",9.94162933020615e-07,0.714475478167862,0.169,0.104,0.0141419677222183,"Cholangiocytes","XPO1"
"BLMH",9.9439651969484e-07,1.08096195807092,0.083,0.04,0.0141452904926591,"Cholangiocytes","BLMH"
"TSPAN4",9.95095341539433e-07,0.609886136806838,0.201,0.13,0.0141552312333984,"Cholangiocytes","TSPAN4"
"CELSR1",9.95847464108686e-07,2.84052898117426,0.014,0.002,0.0141659301769461,"Cholangiocytes","CELSR1"
"OTUD5",9.96256415778646e-07,0.949053437952428,0.103,0.054,0.0141717475144512,"Cholangiocytes","OTUD5"
"BCAR1",1.00912475063539e-06,1.06793947727733,0.088,0.044,0.0143547995777885,"Cholangiocytes","BCAR1"
"TRAJ31",1.01662964833195e-06,2.14008926303317,0.023,0.005,0.014461556747522,"Cholangiocytes","TRAJ31"
"PROCR",1.01662964833195e-06,2.14008926303317,0.023,0.005,0.014461556747522,"Cholangiocytes","PROCR"
"BEX3",1.01666985351164e-06,0.395483606664829,0.438,0.344,0.0144621286662031,"Cholangiocytes","BEX3"
"HSP90AA11",1.02378302348545e-06,0.270579051308127,0.75,0.676,0.0145633135090805,"Cholangiocytes","HSP90AA1"
"MRGPRF",1.02800352594658e-06,2.01455838094931,0.029,0.008,0.0146233501565902,"Cholangiocytes","MRGPRF"
"TBC1D4",1.03396260476194e-06,1.05964627047785,0.083,0.04,0.0147081180527386,"Cholangiocytes","TBC1D4"
"ZNF514",1.05169572109497e-06,1.38883301131657,0.051,0.02,0.0149603716325759,"Cholangiocytes","ZNF514"
"GOLPH3",1.0573549046522e-06,0.495794111968759,0.422,0.337,0.0150408735186776,"Cholangiocytes","GOLPH3"
"HOXB4",1.06062428494861e-06,1.80950208555363,0.032,0.01,0.015087380453394,"Cholangiocytes","HOXB4"
"GAB3",1.07078929409055e-06,1.65149515678424,0.037,0.012,0.0152319777084381,"Cholangiocytes","GAB3"
"IFI35",1.07126006801867e-06,0.779252640809696,0.169,0.105,0.0152386744675655,"Cholangiocytes","IFI35"
"CTTN",1.07855439534098e-06,0.938991620059948,0.106,0.057,0.0153424362737254,"Cholangiocytes","CTTN"
"SLC4A2",1.08285626613263e-06,0.634925004254129,0.204,0.133,0.0154036303857367,"Cholangiocytes","SLC4A2"
"ATP9A",1.09403232733592e-06,1.27709964200274,0.065,0.028,0.0155626098563535,"Cholangiocytes","ATP9A"
"SBNO2",1.09508262133775e-06,0.725051763754323,0.178,0.112,0.0155775502885295,"Cholangiocytes","SBNO2"
"CD2AP",1.09549182339082e-06,0.858676327884519,0.12,0.067,0.0155833711877345,"Cholangiocytes","CD2AP"
"EIF4H",1.10857795668394e-06,0.311739202706243,0.591,0.504,0.0157695214338291,"Cholangiocytes","EIF4H"
"TRAF1",1.11083322788172e-06,1.40918966956631,0.049,0.019,0.0158016026666175,"Cholangiocytes","TRAF1"
"GRK5",1.11083322788172e-06,1.40918966956631,0.049,0.019,0.0158016026666175,"Cholangiocytes","GRK5"
"BTBD3",1.11806823418494e-06,1.39307000420304,0.049,0.019,0.0159045206312807,"Cholangiocytes","BTBD3"
"PPP1R11",1.12340356696493e-06,0.74196514669067,0.149,0.089,0.0159804157400761,"Cholangiocytes","PPP1R11"
"PSMD2",1.13315849973298e-06,0.704941387375084,0.194,0.125,0.0161191796587016,"Cholangiocytes","PSMD2"
"EPB41L21",1.14035172113065e-06,1.07659633940778,0.078,0.037,0.0162215032330835,"Cholangiocytes","EPB41L2"
"KIFC3",1.14620527491956e-06,0.659288666504112,0.184,0.117,0.0163047700357308,"Cholangiocytes","KIFC3"
"PTK2B",1.16817532558838e-06,1.07659633940778,0.08,0.038,0.0166172940064946,"Cholangiocytes","PTK2B"
"AKAP6",1.17782712745522e-06,1.57374244047936,0.045,0.016,0.0167545908880505,"Cholangiocytes","AKAP6"
"B3GALNT1",1.17880849690073e-06,3.01045398261657,0.012,0.002,0.0167685508684129,"Cholangiocytes","B3GALNT1"
"SERPINI1",1.17880849690073e-06,3.01045398261657,0.012,0.002,0.0167685508684129,"Cholangiocytes","SERPINI1"
"CH25H",1.17880849690073e-06,3.01045398261657,0.012,0.002,0.0167685508684129,"Cholangiocytes","CH25H"
"CCDC102B",1.17880849690073e-06,3.01045398261657,0.012,0.002,0.0167685508684129,"Cholangiocytes","CCDC102B"
"NFATC3",1.18754056184916e-06,0.727761051012309,0.175,0.11,0.0168927644923043,"Cholangiocytes","NFATC3"
"ASF1B",1.20858846298263e-06,2.63407810370683,0.017,0.003,0.0171921708859278,"Cholangiocytes","ASF1B"
"FGFR4",1.2161631790277e-06,0.765240853870022,0.158,0.097,0.017299921221669,"Cholangiocytes","FGFR4"
"GPR171",1.2185468147408e-06,2.5186008862869,0.017,0.003,0.0173338284396879,"Cholangiocytes","GPR171"
"IL3RA",1.2185468147408e-06,2.5186008862869,0.017,0.003,0.0173338284396879,"Cholangiocytes","IL3RA"
"C11orf58",1.21957179561781e-06,0.541102884781745,0.247,0.169,0.0173484087926634,"Cholangiocytes","C11orf58"
"EIF3H",1.22436258741488e-06,0.76431841455414,0.155,0.094,0.0174165578059767,"Cholangiocytes","EIF3H"
"TOR4A",1.24269871773648e-06,1.75306613992392,0.034,0.011,0.0176773892598014,"Cholangiocytes","TOR4A"
"MORC3",1.24337135095292e-06,1.03692619397776,0.083,0.041,0.0176869574673053,"Cholangiocytes","MORC3"
"TERF2IP",1.24619035483151e-06,0.764761473556294,0.149,0.089,0.0177270577974782,"Cholangiocytes","TERF2IP"
"MOB2",1.25042179397852e-06,0.991260417383261,0.094,0.048,0.0177872500193444,"Cholangiocytes","MOB2"
"MED28",1.2524972398635e-06,0.917933484859865,0.101,0.053,0.0178167732370583,"Cholangiocytes","MED28"
"TM6SF1",1.2602227472851e-06,1.95300371043267,0.028,0.008,0.0179266685801306,"Cholangiocytes","TM6SF1"
"HSP90AB1",1.26059347078266e-06,0.355786274007774,0.525,0.436,0.0179319421218834,"Cholangiocytes","HSP90AB1"
"PLCB3",1.28066167947729e-06,1.18101952708805,0.066,0.029,0.0182174123905645,"Cholangiocytes","PLCB3"
"DAXX",1.3028240861164e-06,0.787787519102286,0.14,0.082,0.0185326726250057,"Cholangiocytes","DAXX"
"ZMIZ2",1.3028240861164e-06,0.787787519102286,0.14,0.082,0.0185326726250057,"Cholangiocytes","ZMIZ2"
"ABCB1",1.30578796367238e-06,0.853019925357456,0.127,0.073,0.0185748337832396,"Cholangiocytes","ABCB1"
"HSPA4",1.34355843101027e-06,0.7068241676447,0.177,0.112,0.0191121186811211,"Cholangiocytes","HSPA4"
"MEF2A",1.34421853312013e-06,0.674456305227553,0.184,0.118,0.0191215086336339,"Cholangiocytes","MEF2A"
